Customer,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
EZ11341,California,No,Basic,College,1/20/2011,Employed,M,85210,Rural,Single,68,34,9,0,2,Personal Auto,Personal L1,Offer3,Branch,32.714226,Two-Door Car,Medsize
QE52050,California,Yes,Extended,Bachelor,1/19/2011,Unemployed,F,0,Suburban,Married,76,8,44,0,3,Corporate Auto,Corporate L3,Offer2,Agent,364.8,Four-Door Car,Small
YT92071,California,No,Basic,Master,1/30/2011,Employed,F,44851,Suburban,Divorced,66,28,51,0,3,Corporate Auto,Corporate L2,Offer3,Web,439.762045,Four-Door Car,Medsize
LO14234,California,No,Premium,High School or Below,1/10/2011,Unemployed,M,0,Suburban,Single,174,13,30,0,8,Personal Auto,Personal L2,Offer2,Agent,1724.234933,SUV,Medsize
HH49378,California,No,Basic,Master,2/20/2011,Employed,M,69872,Rural,Married,111,35,10,2,2,Corporate Auto,Corporate L3,Offer2,Web,218.395525,Sports Car,Medsize
JY66887,California,No,Extended,High School or Below,2/27/2011,Unemployed,F,0,Suburban,Single,247,5,12,3,5,Personal Auto,Personal L2,Offer2,Branch,1778.4,Luxury Car,Medsize
HZ39601,California,No,Extended,College,2/21/2011,Retired,F,26708,Suburban,Divorced,122,10,24,0,2,Personal Auto,Personal L2,Offer2,Call Center,585.6,SUV,Medsize
TV35668,California,Yes,Basic,College,2/2/2011,Medical Leave,F,17576,Suburban,Married,71,29,70,0,1,Personal Auto,Personal L3,Offer2,Call Center,398.502948,Four-Door Car,Medsize
BK83393,California,No,Basic,Bachelor,2/11/2011,Employed,F,55475,Urban,Divorced,116,18,75,0,2,Personal Auto,Personal L3,Offer1,Agent,412.471,SUV,Medsize
ZN98560,California,No,Basic,College,2/12/2011,Unemployed,M,0,Rural,Married,111,22,21,0,8,Corporate Auto,Corporate L1,Offer1,Branch,190.120714,SUV,Medsize
ZR81759,California,No,Basic,Master,2/2/2011,Employed,M,35855,Urban,Married,70,13,51,0,1,Personal Auto,Personal L3,Offer3,Web,278.208622,Two-Door Car,Medsize
SV46904,California,No,Extended,High School or Below,1/24/2011,Unemployed,F,0,Suburban,Single,98,26,31,0,4,Personal Auto,Personal L2,Offer2,Agent,1032.329445,Four-Door Car,Medsize
YN69214,California,No,Basic,Bachelor,1/14/2011,Unemployed,M,0,Suburban,Single,73,3,73,0,2,Personal Auto,Personal L1,Offer2,Web,617.705323,Four-Door Car,Medsize
ZI69514,California,No,Basic,College,1/24/2011,Employed,M,63391,Rural,Married,64,28,48,4,3,Corporate Auto,Corporate L3,Offer3,Agent,119.587974,Four-Door Car,Medsize
NL33789,California,No,Basic,Bachelor,1/20/2011,Employed,F,53093,Rural,Divorced,103,3,62,0,1,Corporate Auto,Corporate L2,Offer2,Call Center,98.991733,SUV,Medsize
LU53495,California,No,Basic,College,1/3/2011,Employed,M,65412,Rural,Married,73,1,74,1,1,Personal Auto,Personal L2,Offer3,Branch,101.753098,Four-Door Car,Medsize
HN89408,California,No,Premium,College,1/12/2011,Unemployed,M,0,Suburban,Single,107,32,43,0,1,Corporate Auto,Corporate L3,Offer1,Branch,770.4,Four-Door Car,Medsize
PF71940,California,No,Extended,Bachelor,1/3/2011,Unemployed,F,0,Suburban,Single,136,8,2,0,1,Personal Auto,Personal L2,Offer1,Branch,979.2,SUV,Small
VJ49806,California,No,Basic,College,2/12/2011,Unemployed,M,0,Suburban,Single,61,2,81,0,2,Personal Auto,Personal L2,Offer1,Agent,380.069056,Two-Door Car,Medsize
GY40926,California,No,Basic,College,1/26/2011,Employed,M,37073,Suburban,Married,66,16,35,0,1,Personal Auto,Personal L3,Offer2,Branch,316.8,Four-Door Car,Medsize
II32272,California,No,Extended,High School or Below,2/17/2011,Disabled,F,19359,Suburban,Married,129,0,62,0,2,Personal Auto,Personal L3,Offer4,Call Center,928.8,Sports Car,Medsize
NG68910,California,No,Basic,High School or Below,2/20/2011,Employed,M,46814,Suburban,Married,113,7,19,0,3,Corporate Auto,Corporate L1,Offer4,Agent,542.4,SUV,Medsize
XK43825,California,No,Basic,College,2/25/2011,Unemployed,M,0,Suburban,Married,68,10,48,1,3,Personal Auto,Personal L3,Offer3,Call Center,326.4,Two-Door Car,Medsize
LA29810,California,No,Extended,College,2/23/2011,Employed,F,68332,Suburban,Married,79,23,21,3,8,Personal Auto,Personal L2,Offer2,Branch,379.2,Four-Door Car,Medsize
BU71528,California,No,Premium,College,2/1/2011,Disabled,M,17301,Suburban,Married,105,1,11,0,5,Personal Auto,Personal L1,Offer2,Call Center,638.543326,Four-Door Car,Small
OM73267,California,No,Basic,High School or Below,1/11/2011,Employed,F,69545,Suburban,Married,65,17,97,0,8,Corporate Auto,Corporate L3,Offer1,Call Center,312,Four-Door Car,Medsize
IW72280,California,No,Basic,Doctor,2/14/2011,Employed,F,37405,Urban,Married,63,8,99,3,4,Corporate Auto,Corporate L2,Offer2,Branch,287.556107,Four-Door Car,Medsize
PH47195,California,No,Extended,Bachelor,2/20/2011,Employed,M,74271,Rural,Divorced,136,1,79,0,1,Personal Auto,Personal L2,Offer1,Call Center,174.327925,Sports Car,Medsize
KU85991,California,Yes,Basic,High School or Below,1/2/2011,Employed,M,72421,Suburban,Married,65,8,23,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,312,Four-Door Car,Small
LK49091,California,No,Extended,Bachelor,2/2/2011,Employed,F,62650,Rural,Married,92,0,42,0,1,Personal Auto,Personal L2,Offer2,Branch,148.820742,Four-Door Car,Large
OK96130,California,No,Extended,High School or Below,2/12/2011,Employed,M,37331,Suburban,Married,134,26,7,0,1,Personal Auto,Personal L2,Offer2,Agent,898.914194,SUV,Medsize
MN83273,California,Yes,Premium,High School or Below,1/31/2011,Employed,F,46587,Suburban,Divorced,119,34,74,2,2,Personal Auto,Personal L3,Offer1,Call Center,571.2,Four-Door Car,Medsize
NY89701,California,No,Extended,Bachelor,2/5/2011,Employed,F,25320,Urban,Married,76,10,70,1,8,Personal Auto,Personal L3,Offer1,Agent,269.065636,Four-Door Car,Large
FL30667,California,No,Extended,College,1/19/2011,Employed,F,22094,Suburban,Married,79,2,34,1,2,Corporate Auto,Corporate L1,Offer4,Branch,460.889274,Four-Door Car,Small
AW27717,California,No,Extended,High School or Below,1/8/2011,Disabled,F,12503,Rural,Single,92,4,31,0,2,Personal Auto,Personal L3,Offer1,Branch,120.69808,Four-Door Car,Medsize
OL28568,California,No,Premium,Bachelor,2/7/2011,Employed,M,69772,Suburban,Single,112,17,38,0,9,Personal Auto,Personal L2,Offer3,Branch,537.6,Four-Door Car,Medsize
EA52579,California,No,Basic,Bachelor,2/26/2011,Unemployed,F,0,Suburban,Divorced,109,0,5,0,3,Personal Auto,Personal L1,Offer3,Call Center,523.2,SUV,Medsize
WZ96432,California,No,Basic,Master,2/19/2011,Employed,F,32370,Suburban,Married,115,2,77,0,4,Corporate Auto,Corporate L3,Offer1,Branch,552,SUV,Medsize
HC90344,California,No,Basic,Bachelor,2/9/2011,Unemployed,F,0,Suburban,Single,73,0,21,1,2,Corporate Auto,Corporate L2,Offer1,Branch,525.6,Four-Door Car,Medsize
SG59507,California,No,Basic,College,2/11/2011,Employed,F,38222,Rural,Divorced,71,6,8,0,1,Personal Auto,Personal L2,Offer2,Call Center,166.78838,Four-Door Car,Medsize
HE85298,California,No,Basic,High School or Below,1/7/2011,Employed,F,32272,Rural,Married,110,6,5,0,1,Corporate Auto,Corporate L3,Offer2,Branch,6.342791,SUV,Medsize
CR83581,California,No,Basic,College,2/5/2011,Disabled,M,27816,Suburban,Married,118,4,90,5,3,Personal Auto,Personal L2,Offer1,Agent,566.4,SUV,Small
MB15338,California,No,Basic,College,2/3/2011,Employed,M,62134,Rural,Single,73,13,14,0,2,Personal Auto,Personal L2,Offer2,Web,25.333594,Two-Door Car,Medsize
YR10848,California,Yes,Premium,Bachelor,1/28/2011,Employed,F,69379,Suburban,Single,103,14,79,0,1,Personal Auto,Personal L3,Offer1,Branch,494.4,Two-Door Car,Medsize
KA69047,California,No,Extended,Bachelor,2/2/2011,Employed,M,68082,Rural,Single,88,24,53,0,1,Personal Auto,Personal L3,Offer2,Web,39.579516,Four-Door Car,Medsize
XE72624,California,No,Basic,High School or Below,2/15/2011,Employed,F,34653,Suburban,Married,64,18,72,0,1,Corporate Auto,Corporate L1,Offer4,Branch,307.2,Four-Door Car,Small
UN77671,California,No,Extended,College,1/23/2011,Employed,F,26906,Rural,Married,92,17,12,0,3,Personal Auto,Personal L3,Offer3,Branch,106.528651,Two-Door Car,Medsize
RN72721,California,No,Basic,High School or Below,1/21/2011,Disabled,F,20903,Suburban,Married,117,4,40,0,8,Personal Auto,Personal L2,Offer4,Branch,561.6,SUV,Medsize
LO94085,California,No,Extended,College,1/30/2011,Employed,F,80580,Rural,Married,81,11,22,2,1,Personal Auto,Personal L1,Offer4,Web,41.694266,Two-Door Car,Medsize
JR89623,California,No,Basic,High School or Below,2/21/2011,Employed,F,76025,Rural,Married,67,29,0,0,1,Corporate Auto,Corporate L3,Offer2,Branch,151.021648,Four-Door Car,Medsize
VF65535,California,No,Extended,College,1/18/2011,Employed,F,64937,Urban,Single,122,27,43,0,2,Corporate Auto,Corporate L2,Offer3,Agent,328.82872,SUV,Medsize
CF95802,California,No,Basic,College,2/10/2011,Unemployed,M,0,Suburban,Single,114,9,27,0,5,Personal Auto,Personal L2,Offer2,Branch,820.8,SUV,Small
XX88364,California,Yes,Basic,Bachelor,2/18/2011,Employed,M,97361,Suburban,Single,73,6,85,0,2,Corporate Auto,Corporate L3,Offer1,Agent,350.4,Four-Door Car,Medsize
CK15380,California,No,Basic,High School or Below,2/12/2011,Disabled,F,20814,Urban,Married,72,16,57,0,1,Personal Auto,Personal L2,Offer3,Call Center,288.594641,Four-Door Car,Medsize
HS97983,California,No,Premium,High School or Below,2/20/2011,Unemployed,F,0,Suburban,Single,105,8,29,0,2,Personal Auto,Personal L2,Offer1,Agent,1212.054819,Four-Door Car,Small
CC92362,California,No,Premium,Bachelor,1/6/2011,Disabled,M,18141,Suburban,Married,116,2,87,0,3,Personal Auto,Personal L3,Offer2,Call Center,722.404711,Four-Door Car,Small
JW21133,California,No,Extended,Bachelor,2/10/2011,Medical Leave,M,18820,Suburban,Married,95,3,51,4,8,Personal Auto,Personal L3,Offer1,Branch,456,Two-Door Car,Small
YP72749,California,No,Basic,Bachelor,2/16/2011,Employed,F,44662,Urban,Single,63,3,51,1,1,Corporate Auto,Corporate L1,Offer1,Agent,165.098152,Four-Door Car,Medsize
KW99972,California,No,Extended,High School or Below,1/9/2011,Employed,F,40332,Urban,Married,132,10,59,2,5,Personal Auto,Personal L3,Offer1,Branch,463.604317,Sports Car,Medsize
NW62233,California,No,Basic,Master,1/28/2011,Employed,M,66467,Urban,Married,66,17,65,0,3,Personal Auto,Personal L2,Offer4,Web,294.705573,Two-Door Car,Medsize
HJ62427,California,No,Extended,College,1/2/2011,Employed,F,90804,Rural,Married,87,1,95,0,1,Personal Auto,Personal L1,Offer1,Agent,169.386126,Four-Door Car,Medsize
TA31436,California,No,Basic,Bachelor,1/9/2011,Employed,F,36737,Suburban,Married,102,13,20,0,8,Corporate Auto,Corporate L3,Offer1,Agent,512.861063,Sports Car,Large
ZK67670,California,No,Extended,Master,1/28/2011,Employed,F,44207,Urban,Married,99,23,57,0,2,Corporate Auto,Corporate L2,Offer3,Agent,407.638917,Four-Door Car,Medsize
QK82654,California,No,Premium,College,1/15/2011,Unemployed,M,0,Suburban,Single,286,3,3,0,9,Personal Auto,Personal L2,Offer1,Agent,2059.2,Luxury SUV,Small
GY43856,California,Yes,Basic,College,2/10/2011,Employed,F,75648,Rural,Married,108,28,10,0,1,Corporate Auto,Corporate L3,Offer2,Branch,112.660916,SUV,Large
BA87216,California,No,Extended,College,1/20/2011,Employed,M,50555,Suburban,Divorced,88,9,45,0,2,Personal Auto,Personal L2,Offer4,Web,422.4,Four-Door Car,Large
OH83983,California,Yes,Extended,Doctor,2/1/2011,Employed,M,31278,Suburban,Married,92,24,95,4,1,Personal Auto,Personal L2,Offer1,Branch,441.6,Two-Door Car,Medsize
ZU83252,California,No,Basic,Master,2/9/2011,Employed,F,61897,Rural,Married,72,7,79,0,2,Personal Auto,Personal L3,Offer3,Web,3.406136,Four-Door Car,Medsize
DN92191,California,No,Basic,Master,2/8/2011,Employed,M,68717,Suburban,Divorced,70,4,33,0,2,Personal Auto,Personal L3,Offer4,Branch,810.907059,Four-Door Car,Small
XR74007,California,No,Extended,Bachelor,1/31/2011,Employed,F,62863,Rural,Married,88,18,52,0,1,Corporate Auto,Corporate L1,Offer3,Agent,94.507735,Four-Door Car,Medsize
GB32334,California,No,Basic,College,2/10/2011,Employed,F,24702,Urban,Married,68,13,63,0,8,Personal Auto,Personal L3,Offer2,Web,214.91451,Four-Door Car,Large
QW59726,California,No,Basic,Master,1/12/2011,Employed,F,87274,Suburban,Married,73,2,30,1,1,Personal Auto,Personal L2,Offer2,Agent,350.4,Four-Door Car,Medsize
XO43812,California,No,Basic,Master,2/22/2011,Employed,M,56482,Suburban,Married,199,4,75,0,1,Personal Auto,Personal L1,Offer4,Call Center,955.2,Luxury SUV,Medsize
UI75273,California,No,Extended,High School or Below,1/27/2011,Employed,F,47727,Suburban,Married,94,25,33,0,3,Corporate Auto,Corporate L3,Offer2,Call Center,451.2,Two-Door Car,Medsize
MR76405,California,No,Extended,College,2/26/2011,Employed,F,46530,Rural,Married,80,12,46,1,2,Corporate Auto,Corporate L2,Offer1,Agent,118.556928,Four-Door Car,Medsize
VF65251,California,No,Basic,College,1/3/2011,Unemployed,M,0,Suburban,Single,189,23,14,0,1,Personal Auto,Personal L2,Offer4,Branch,1737.320276,Luxury SUV,Large
GH31245,California,No,Basic,High School or Below,1/24/2011,Employed,F,73274,Urban,Married,105,6,90,0,2,Corporate Auto,Corporate L3,Offer3,Branch,284.211516,SUV,Medsize
UW20734,California,No,Extended,College,1/9/2011,Employed,F,82918,Rural,Married,89,28,50,0,1,Personal Auto,Personal L2,Offer2,Branch,29.828668,Two-Door Car,Small
KK61203,California,No,Premium,High School or Below,2/14/2011,Medical Leave,M,20920,Suburban,Married,103,25,88,0,1,Personal Auto,Personal L2,Offer1,Web,494.4,Four-Door Car,Medsize
UQ54273,California,Yes,Basic,College,1/3/2011,Retired,M,25251,Suburban,Divorced,66,13,43,0,2,Personal Auto,Personal L3,Offer2,Web,316.8,Four-Door Car,Medsize
PV48046,California,No,Extended,Master,2/19/2011,Employed,M,39722,Suburban,Divorced,133,9,62,0,1,Personal Auto,Personal L3,Offer1,Call Center,638.4,SUV,Large
QW21219,California,Yes,Basic,High School or Below,1/27/2011,Unemployed,F,0,Suburban,Divorced,63,4,52,0,2,Corporate Auto,Corporate L1,Offer2,Agent,685.12694,Four-Door Car,Medsize
PR80703,California,No,Basic,Bachelor,2/9/2011,Employed,F,51335,Rural,Married,71,17,88,0,9,Personal Auto,Personal L3,Offer1,Branch,171.685669,Four-Door Car,Medsize
OI44122,California,No,Basic,Bachelor,2/14/2011,Employed,M,45600,Suburban,Married,113,6,96,0,3,Personal Auto,Personal L2,Offer1,Agent,617.936885,SUV,Medsize
YM44855,California,No,Premium,Master,2/14/2011,Employed,F,52951,Rural,Single,167,3,43,1,1,Personal Auto,Personal L1,Offer1,Branch,289.77269,SUV,Small
CS35098,California,No,Extended,College,1/11/2011,Employed,M,93920,Urban,Married,84,20,13,0,2,Corporate Auto,Corporate L3,Offer2,Web,213.027868,Four-Door Car,Medsize
VV57998,California,No,Basic,Bachelor,1/2/2011,Unemployed,M,0,Suburban,Single,71,17,22,0,1,Corporate Auto,Corporate L2,Offer1,Agent,340.8,Four-Door Car,Medsize
ZC17826,California,No,Basic,Bachelor,1/4/2011,Unemployed,M,0,Suburban,Single,64,2,99,0,2,Personal Auto,Personal L2,Offer1,Call Center,307.2,Four-Door Car,Medsize
WD85096,California,No,Basic,Master,1/21/2011,Disabled,F,27593,Urban,Married,63,31,78,0,6,Corporate Auto,Corporate L3,Offer1,Agent,241.232198,Two-Door Car,Medsize
LZ57827,California,No,Basic,Bachelor,1/12/2011,Employed,M,37695,Urban,Married,118,11,62,0,2,Personal Auto,Personal L2,Offer1,Branch,352.311743,SUV,Medsize
CV70978,California,No,Basic,Bachelor,2/1/2011,Employed,M,97592,Suburban,Divorced,65,10,7,0,2,Personal Auto,Personal L2,Offer4,Agent,312,Four-Door Car,Medsize
GQ42004,California,No,Basic,College,2/2/2011,Unemployed,M,0,Suburban,Married,74,12,68,0,2,Personal Auto,Personal L3,Offer2,Call Center,355.2,Four-Door Car,Small
AV93209,California,No,Premium,High School or Below,1/11/2011,Employed,F,31283,Suburban,Married,104,18,3,0,2,Personal Auto,Personal L3,Offer1,Agent,499.2,Four-Door Car,Medsize
BV27017,California,No,Premium,College,2/6/2011,Unemployed,F,0,Suburban,Divorced,161,1,68,1,2,Corporate Auto,Corporate L1,Offer1,Agent,772.8,SUV,Medsize
VU71619,California,No,Basic,Bachelor,1/10/2011,Employed,M,96402,Urban,Married,110,29,41,0,2,Personal Auto,Personal L3,Offer3,Agent,379.897943,SUV,Medsize
FM12425,California,No,Extended,College,2/8/2011,Employed,M,26488,Suburban,Divorced,247,21,39,0,7,Personal Auto,Personal L2,Offer1,Web,1321.584957,Luxury SUV,Medsize
DY27031,California,No,Basic,High School or Below,1/28/2011,Unemployed,M,0,Suburban,Single,70,27,24,3,3,Personal Auto,Personal L1,Offer1,Agent,432.835989,Four-Door Car,Large
UE75424,California,No,Extended,Doctor,2/22/2011,Employed,M,75728,Rural,Married,133,24,68,0,4,Corporate Auto,Corporate L3,Offer1,Call Center,44.159065,SUV,Medsize
MU67498,California,Yes,Basic,College,1/26/2011,Unemployed,F,0,Suburban,Married,66,16,77,0,2,Corporate Auto,Corporate L2,Offer2,Agent,316.8,Four-Door Car,Medsize
IX32007,California,No,Basic,Bachelor,1/6/2011,Unemployed,M,0,Suburban,Single,109,2,8,4,1,Personal Auto,Personal L2,Offer3,Call Center,1145.746845,SUV,Small
DF86803,California,No,Basic,High School or Below,2/14/2011,Unemployed,M,0,Suburban,Single,73,9,43,0,3,Corporate Auto,Corporate L3,Offer1,Agent,525.6,Four-Door Car,Medsize
JS10224,California,No,Basic,College,2/16/2011,Employed,F,76726,Rural,Married,65,27,26,0,2,Personal Auto,Personal L2,Offer2,Branch,10.36741,Four-Door Car,Medsize
HA93483,California,No,Basic,Bachelor,2/12/2011,Disabled,F,11811,Suburban,Married,110,20,20,0,1,Personal Auto,Personal L2,Offer2,Branch,808.618307,Sports Car,Small
WW80551,California,No,Basic,High School or Below,1/3/2011,Unemployed,M,0,Suburban,Single,63,6,58,0,2,Personal Auto,Personal L3,Offer1,Branch,453.6,Four-Door Car,Small
WI89701,California,No,Basic,College,1/11/2011,Unemployed,F,0,Suburban,Married,74,2,34,0,9,Personal Auto,Personal L3,Offer1,Branch,432.4081,Two-Door Car,Medsize
JQ81164,California,No,Extended,College,1/28/2011,Disabled,F,26628,Suburban,Married,85,15,28,0,6,Corporate Auto,Corporate L1,Offer1,Agent,408,Two-Door Car,Large
KA25468,California,No,Basic,Master,2/3/2011,Employed,M,46177,Suburban,Married,61,8,32,0,8,Personal Auto,Personal L3,Offer1,Web,379.075927,Four-Door Car,Small
IW31117,California,No,Basic,Doctor,2/16/2011,Employed,M,21142,Rural,Single,71,16,79,0,4,Personal Auto,Personal L2,Offer1,Agent,79.293115,Two-Door Car,Large
MI91352,California,Yes,Basic,Bachelor,1/27/2011,Employed,M,25998,Suburban,Married,71,16,38,0,2,Personal Auto,Personal L1,Offer2,Call Center,791.878042,Four-Door Car,Medsize
CP93345,California,No,Basic,Bachelor,2/15/2011,Employed,F,85300,Urban,Divorced,73,8,39,2,1,Corporate Auto,Corporate L3,Offer2,Call Center,319.867735,Four-Door Car,Large
CZ20440,California,No,Basic,High School or Below,1/28/2011,Unemployed,F,0,Suburban,Single,62,1,2,1,7,Corporate Auto,Corporate L2,Offer1,Agent,403.991524,Four-Door Car,Large
KZ35883,California,No,Premium,College,2/3/2011,Employed,F,91541,Rural,Married,118,23,3,0,2,Personal Auto,Personal L2,Offer2,Branch,51.549119,Four-Door Car,Medsize
SJ30138,California,No,Basic,High School or Below,1/2/2011,Unemployed,M,0,Suburban,Divorced,118,12,88,0,1,Corporate Auto,Corporate L3,Offer1,Call Center,566.4,SUV,Medsize
AO77635,California,No,Basic,College,1/2/2011,Employed,F,28987,Rural,Married,102,8,98,0,1,Personal Auto,Personal L2,Offer3,Branch,245.693546,SUV,Medsize
PJ36160,California,No,Basic,Bachelor,2/9/2011,Employed,M,83589,Urban,Single,103,27,65,0,2,Personal Auto,Personal L2,Offer3,Agent,366.0396,SUV,Small
XT41916,California,No,Basic,High School or Below,2/11/2011,Unemployed,F,0,Suburban,Single,72,9,84,0,3,Personal Auto,Personal L3,Offer1,Agent,375.204446,Four-Door Car,Medsize
EA61783,California,No,Basic,Bachelor,1/15/2011,Employed,F,35868,Suburban,Single,110,20,51,0,2,Personal Auto,Personal L3,Offer2,Branch,528,SUV,Medsize
IS12075,California,No,Basic,High School or Below,1/26/2011,Unemployed,F,0,Suburban,Single,71,9,2,1,7,Corporate Auto,Corporate L1,Offer3,Web,653.726919,Four-Door Car,Small
QV14053,California,No,Basic,High School or Below,1/5/2011,Employed,M,53807,Rural,Divorced,68,25,69,0,1,Personal Auto,Personal L3,Offer4,Web,63.760358,Two-Door Car,Medsize
ZZ68210,California,No,Premium,High School or Below,1/26/2011,Unemployed,M,0,Suburban,Single,110,27,89,0,2,Personal Auto,Personal L2,Offer1,Call Center,1004.755092,Four-Door Car,Medsize
BT57285,California,No,Extended,High School or Below,2/13/2011,Unemployed,M,0,Suburban,Married,124,32,39,0,1,Personal Auto,Personal L1,Offer1,Agent,595.2,SUV,Medsize
UF88512,California,No,Extended,Bachelor,1/17/2011,Employed,M,57517,Suburban,Single,96,14,61,0,8,Corporate Auto,Corporate L3,Offer2,Web,460.8,Four-Door Car,Medsize
RI76399,California,No,Basic,High School or Below,2/26/2011,Employed,F,37109,Suburban,Married,63,7,70,0,2,Corporate Auto,Corporate L2,Offer1,Agent,302.4,Two-Door Car,Medsize
OY95386,California,No,Basic,Bachelor,2/5/2011,Unemployed,F,0,Suburban,Married,115,21,62,0,9,Personal Auto,Personal L2,Offer3,Branch,552,SUV,Medsize
BJ58596,California,No,Basic,High School or Below,2/24/2011,Unemployed,F,0,Suburban,Single,72,22,55,0,1,Corporate Auto,Corporate L3,Offer2,Branch,518.4,Two-Door Car,Large
HV75193,California,No,Basic,Master,2/7/2011,Disabled,F,26924,Urban,Married,73,12,80,0,1,Personal Auto,Personal L2,Offer1,Call Center,262.086021,Four-Door Car,Medsize
LI81655,California,No,Premium,Master,2/26/2011,Employed,M,21586,Suburban,Married,167,31,44,1,1,Personal Auto,Personal L2,Offer4,Agent,801.6,Sports Car,Medsize
XP61922,California,Yes,Basic,Bachelor,1/21/2011,Employed,F,89451,Rural,Single,63,11,2,0,1,Personal Auto,Personal L3,Offer2,Web,61.769564,Four-Door Car,Medsize
JA12512,California,No,Basic,Bachelor,2/16/2011,Employed,F,97424,Urban,Married,68,25,13,0,5,Personal Auto,Personal L3,Offer1,Agent,230.436256,Two-Door Car,Medsize
FP20500,California,No,Extended,Bachelor,2/18/2011,Unemployed,M,0,Suburban,Single,89,5,16,0,3,Corporate Auto,Corporate L1,Offer1,Agent,850.175941,Two-Door Car,Medsize
MS88882,California,No,Extended,College,1/11/2011,Disabled,M,24636,Suburban,Single,77,5,72,0,6,Personal Auto,Personal L3,Offer2,Agent,480.925301,Two-Door Car,Medsize
QH52104,California,No,Premium,Master,1/18/2011,Unemployed,M,0,Suburban,Single,104,25,87,0,1,Personal Auto,Personal L2,Offer1,Call Center,499.2,Four-Door Car,Medsize
BM92346,California,Yes,Extended,High School or Below,1/5/2011,Employed,F,66676,Suburban,Married,97,0,40,0,1,Personal Auto,Personal L1,Offer3,Agent,558.099357,Four-Door Car,Small
NS23754,California,No,Basic,High School or Below,2/9/2011,Employed,F,21375,Suburban,Married,65,14,66,0,1,Corporate Auto,Corporate L3,Offer3,Call Center,312,Four-Door Car,Large
ZG54759,California,No,Basic,College,1/17/2011,Employed,F,41408,Urban,Divorced,73,4,89,1,1,Corporate Auto,Corporate L2,Offer1,Branch,268.710908,Four-Door Car,Medsize
LI31082,California,Yes,Basic,Bachelor,1/7/2011,Employed,F,73054,Urban,Married,106,34,36,1,2,Personal Auto,Personal L2,Offer1,Branch,419.365958,SUV,Medsize
UY51200,California,No,Basic,College,1/9/2011,Employed,M,77104,Urban,Married,112,21,65,1,6,Corporate Auto,Corporate L3,Offer1,Agent,436.494292,SUV,Medsize
UV44323,California,No,Extended,College,1/6/2011,Unemployed,F,0,Suburban,Married,133,11,95,0,1,Personal Auto,Personal L2,Offer2,Branch,638.4,SUV,Large
TO55166,California,No,Basic,Bachelor,1/12/2011,Employed,M,72766,Rural,Married,65,23,93,0,1,Personal Auto,Personal L2,Offer3,Branch,91.464233,Two-Door Car,Medsize
TZ28073,California,No,Basic,Bachelor,1/10/2011,Employed,M,23352,Suburban,Married,112,0,86,0,1,Personal Auto,Personal L3,Offer2,Branch,537.6,SUV,Medsize
UF31027,California,No,Basic,College,1/28/2011,Employed,F,76778,Urban,Married,107,31,46,1,1,Personal Auto,Personal L3,Offer1,Agent,500.665061,SUV,Small
UV48386,California,No,Basic,Master,1/25/2011,Employed,M,40154,Suburban,Married,67,24,17,0,1,Corporate Auto,Corporate L1,Offer1,Branch,360.670642,Four-Door Car,Medsize
HO74982,California,No,Basic,Bachelor,1/24/2011,Employed,F,74888,Suburban,Married,68,19,36,3,7,Personal Auto,Personal L3,Offer3,Call Center,335.936021,Two-Door Car,Small
BD12981,California,No,Basic,College,1/30/2011,Employed,F,39337,Urban,Single,74,29,1,1,9,Personal Auto,Personal L2,Offer1,Agent,277.225868,Four-Door Car,Medsize
JC18314,California,No,Extended,Bachelor,1/10/2011,Employed,M,28121,Suburban,Divorced,90,16,0,0,4,Personal Auto,Personal L1,Offer2,Agent,432,Two-Door Car,Medsize
BP90016,California,No,Basic,Master,2/27/2011,Employed,M,78032,Urban,Married,103,8,49,0,3,Corporate Auto,Corporate L3,Offer3,Agent,323.607074,SUV,Small
PS23376,California,No,Basic,High School or Below,2/26/2011,Employed,F,69668,Rural,Married,70,34,33,0,4,Corporate Auto,Corporate L2,Offer1,Branch,64.855035,Two-Door Car,Large
LX30483,California,No,Basic,College,2/1/2011,Unemployed,F,0,Suburban,Single,102,2,36,3,1,Personal Auto,Personal L2,Offer1,Agent,489.6,SUV,Medsize
FQ93665,California,No,Basic,High School or Below,1/20/2011,Employed,F,21911,Suburban,Married,67,16,34,0,2,Corporate Auto,Corporate L3,Offer2,Agent,705.42264,Four-Door Car,Small
LG73224,California,No,Basic,High School or Below,1/20/2011,Employed,M,52572,Suburban,Single,68,16,73,0,1,Personal Auto,Personal L2,Offer4,Web,379.281455,Four-Door Car,Medsize
WJ92113,California,No,Premium,Bachelor,2/24/2011,Employed,F,91061,Suburban,Married,116,22,95,0,2,Personal Auto,Personal L2,Offer1,Agent,556.8,Four-Door Car,Medsize
ZT26848,California,No,Basic,High School or Below,1/19/2011,Employed,M,40447,Urban,Married,105,1,79,0,6,Personal Auto,Personal L3,Offer1,Agent,377.561463,SUV,Medsize
